Y,LNTT,DTL,Size,ATR,ROA,G_ASSET,Price,TL,DLTT,EBITDA,Inven,Cash,che
0.00,7889.00,1.47,9.36,0.11,0.01,68979.00,5.61,275951.00,159107.00,-1.16,2049.00,18609.00,0.00
0.00,2388514.00,1.15,12.80,0.29,0.09,6151802.00,12.61,10652696.00,3376112.00,1.53,6791464.00,793293.00,305739.00
0.00,68380.00,0.56,12.88,0.47,0.07,7471.00,16.65,340840.00,13286.00,0.42,17934.00,7013.00,0.00
0.00,783160.00,1.75,14.88,0.49,0.02,6123425.00,4.60,20367869.00,4990699.00,0.29,1581702.00,632957.00,187890.00
1.00,-228909.00,-1.10,7.50,2.03,-8.14,-6925.00,1.60,312006.00,585.00,1.09,161.00,459.00,0.00
0.00,9944.00,0.08,11.82,0.14,0.01,-43360.00,3.90,87297.00,76978.00,-0.03,0.00,19820.00,0.00
0.00,5972.00,0.53,8.05,0.78,0.02,-13087.00,6.29,77118.00,267.00,-0.11,7847.00,10919.00,8575.00
0.00,526900.00,3.22,14.11,1.11,0.02,820794.00,9.98,12761533.00,717537.00,1.55,1909221.00,574332.00,16158.00
0.00,183681.00,1.13,13.24,0.33,0.06,824879.00,16.56,1305748.00,485428.00,0.79,936718.00,53906.00,9544.00
0.00,1389756.00,3.23,15.03,0.31,0.08,2779741.00,22.57,10585950.00,4709821.00,1.05,3498007.00,400931.00,249453.00
0.00,93583.00,0.59,10.85,0.58,0.10,-45361.00,13.32,271492.00,34966.00,0.38,17903.00,223855.00,9074.00
0.00,59887.00,0.55,8.88,0.10,0.01,119057.00,1.08,2386438.00,224673.00,0.11,700744.00,34107.00,0.00
0.00,73869.00,2.82,14.21,0.22,0.04,6411.00,8.85,1296136.00,1208472.00,0.08,253.00,101441.00,0.00
0.00,11432.00,5.29,7.16,0.55,0.01,97673.00,7.83,883895.00,78974.00,-0.61,88035.00,159422.00,4230.00
0.00,21754.00,1.40,10.55,1.23,0.04,-357955.00,6.32,225303.00,0.00,0.08,156071.00,38662.00,0.00
0.00,15057.00,1.84,9.14,0.45,0.02,-159.00,4.32,376787.00,134021.00,-0.15,398403.00,5222.00,348.00
0.00,72884.00,2.43,15.57,0.10,0.00,186900.00,2.40,7803075.00,6143791.00,0.84,38274.00,146077.00,61404.00
0.00,17209.00,0.17,9.61,0.35,0.04,-73753.00,6.70,52634.00,0.00,0.76,96448.00,26430.00,50600.00
0.00,41282.00,11.30,12.90,0.13,0.03,212577.00,31.78,1132103.00,1057122.00,2.18,47418.00,14523.00,610886.00
0.00,36582.00,2.93,10.37,0.27,0.02,952476.00,4.40,1036140.00,222033.00,-0.81,653171.00,35866.00,20300.00
0.00,112922.00,2.41,10.79,0.14,0.11,162253.00,35.46,651102.00,558999.00,-0.03,32622.00,14733.00,319046.00
0.00,344963.00,3.12,13.17,0.21,0.04,-590867.00,13.85,5714983.00,684243.00,0.50,4780155.00,55905.00,45205.00
0.00,235079.00,0.26,11.37,0.10,0.02,214894.00,2.88,2707298.00,744878.00,0.47,4167561.00,102092.00,0.00
0.00,117899.00,1.28,10.99,0.11,0.03,622541.00,14.19,2315684.00,355641.00,0.18,1947018.00,50643.00,0.00
0.00,18477.00,0.57,9.50,0.10,0.03,21015.00,14.70,186262.00,71091.00,0.00,0.00,3235.00,0.00
0.00,1189840.00,0.73,10.77,0.21,0.07,3009430.00,22.82,5572965.00,1001310.00,0.23,7037109.00,1174994.00,32491.00
0.00,29105.00,0.18,9.48,0.16,0.06,53642.00,41.91,60971.00,11766.00,0.00,3.00,2871.00,42700.00
0.00,2913.00,0.09,4.08,0.58,0.06,4874.00,4.10,3025.00,0.00,-0.94,2219.00,6061.00,0.00
0.00,22079.00,3.86,11.52,1.12,0.01,569.00,12.50,945157.00,248543.00,0.10,303577.00,306200.00,0.00
0.00,5173.00,2.96,11.17,0.73,0.01,-4692.00,12.09,257844.00,17855.00,0.00,110323.00,1270.00,189.00
0.00,100005.00,0.21,9.57,0.55,0.17,7323.00,46.14,81140.00,2750.00,-0.10,117787.00,20386.00,259438.00
0.00,34854.00,4.65,13.10,0.82,0.01,236363.00,8.05,1826767.00,239526.00,0.19,433556.00,70767.00,26597.00
0.00,379.00,3.48,9.28,0.57,0.00,-26905.00,11.00,167405.00,3492.00,1.21,49400.00,4077.00,14973.00
0.00,102.00,11.64,10.08,0.32,0.00,52269.00,3.00,557794.00,0.00,-0.11,273772.00,9193.00,0.00
1.00,-11206.00,-2.12,8.29,-0.01,-0.09,-47631.00,2.40,240713.00,0.00,0.00,88117.00,2054.00,0.00
0.00,1642.00,4.72,11.64,0.66,0.00,77203.00,7.80,724066.00,11293.00,3.14,509516.00,10250.00,0.00
0.00,2029.00,4.44,11.34,0.80,0.00,-11687.00,6.78,492339.00,13025.00,-0.54,248872.00,3824.00,0.00
0.00,1832.00,2.75,10.10,0.62,0.01,13421.00,6.80,78608.00,4013.00,0.09,49282.00,3050.00,0.00
0.00,255932.00,1.97,12.82,0.54,0.04,489119.00,6.39,3131372.00,214141.00,1.05,824799.00,61412.00,19000.00
0.00,1211.00,2.70,10.88,0.88,0.00,-2941.00,2.80,228202.00,2415.00,0.64,192141.00,3476.00,371.00
0.00,379947.00,1.89,15.05,0.06,0.05,1897539.00,38.50,7358040.00,5213766.00,0.43,27718.00,70293.00,34907.00
0.00,77802.00,1.33,9.97,0.72,0.04,-640954.00,8.23,1013203.00,15302.00,0.79,409000.00,15663.00,4640.00
0.00,98893.00,0.53,12.50,1.19,0.12,87132.00,27.32,220672.00,1784.00,-0.20,63823.00,111406.00,668.00
0.00,179299.00,0.88,10.96,0.27,0.06,118185.00,13.48,1043979.00,453096.00,0.82,561893.00,151467.00,335297.00
0.00,31887.00,6.02,14.00,0.55,0.01,636939.00,3.88,3490643.00,1617161.00,-0.07,450571.00,34375.00,0.00
1.00,-50982.00,-2.07,11.46,0.33,-0.13,-18642.00,0.70,742032.00,11.00,0.00,64134.00,1255.00,0.00
0.00,203.00,3.43,9.65,0.59,0.00,11081.00,12.40,142327.00,0.00,-0.05,84237.00,305.00,0.00
0.00,25388.00,5.80,12.10,0.91,0.01,-40783.00,19.71,1628098.00,36053.00,-0.84,843844.00,68105.00,153217.00
0.00,-28559.00,9.73,11.13,0.38,-0.06,-45393.00,2.20,400544.00,0.00,0.42,243481.00,5151.00,0.00
0.00,295.00,3.22,9.08,0.10,0.00,-12372.00,3.50,170775.00,0.00,0.00,21420.00,3607.00,0.00
0.00,1080.00,4.49,10.56,0.25,0.00,275926.00,1.90,822794.00,2081.00,0.05,287164.00,5321.00,8491.00
0.00,82.00,1.65,7.18,0.23,0.00,2110.00,1.70,86186.00,5899.00,1.87,14313.00,2253.00,0.00
0.00,-46242.00,19.19,12.20,0.10,-0.05,-54536.00,1.60,820037.00,109288.00,0.00,207752.00,3889.00,0.00
0.00,432648.00,1.62,12.11,0.06,0.06,551510.00,16.59,3507842.00,353282.00,0.39,4038054.00,139477.00,0.00
0.00,103799.00,1.71,14.28,0.19,0.05,19886.00,20.66,1178623.00,1064728.00,0.06,27002.00,69405.00,0.00
0.00,86379.00,2.26,10.71,0.02,0.03,485417.00,10.54,1516023.00,24163.00,0.83,746425.00,10369.00,1064246.00
0.00,10157.00,0.93,10.36,0.75,0.06,-27420.00,10.15,68974.00,0.00,0.80,5120.00,6356.00,32509.00
0.00,85661.00,0.09,11.28,0.63,0.25,81479.00,4.35,22566.00,0.00,0.57,8322.00,31351.00,24604.00
0.00,1226277.00,0.76,11.25,0.23,0.09,1329994.00,21.98,4704461.00,1680126.00,0.86,4298124.00,1900653.00,66682.00
0.00,273448.00,5.09,10.41,0.05,0.07,136429.00,102.82,2956964.00,2837041.00,1.18,340.00,541402.00,733687.00
0.00,297421.00,0.52,10.63,0.51,0.14,-56653.00,19.75,555200.00,10860.00,1.10,1014860.00,143063.00,0.00
0.00,1105311.00,2.20,9.77,0.24,0.06,2903953.00,17.64,9592451.00,6519701.00,0.94,7994803.00,646334.00,0.00
0.00,4160.00,3.13,10.56,1.04,0.01,-2515.00,4.98,258007.00,14768.00,0.11,29869.00,27886.00,58980.00
1.00,-33936.00,0.73,9.78,0.07,-0.07,-33582.00,0.90,212716.00,0.00,0.00,83621.00,1491.00,471.00
0.00,94527.00,4.23,11.07,1.55,0.03,-45216.00,10.26,1943342.00,40583.00,1.05,656968.00,125491.00,16129.00
0.00,32100.00,1.98,9.52,0.62,0.03,-283976.00,7.30,613123.00,1497.00,0.00,488182.00,17046.00,0.00
1.00,-197691.00,5.40,8.81,0.02,-0.48,-220927.00,0.50,347277.00,131407.00,0.00,15384.00,681.00,0.00
0.00,18373.00,1.56,10.22,0.45,0.03,-2515437.00,5.86,288474.00,1923.00,0.33,18910.00,31936.00,5170.00
0.00,-11414.00,-2.03,8.95,0.06,-0.03,23462.00,0.20,837329.00,23883.00,0.00,217753.00,4912.00,3000.00
0.00,72029.00,0.24,7.54,0.04,0.21,-185300.00,6.19,57744.00,115.00,0.53,4230.00,5368.00,26751.00
0.00,5970.00,4.03,8.92,2.29,0.01,-35498.00,14.84,254945.00,10884.00,-0.15,65763.00,40202.00,0.00
0.00,218.00,0.55,11.63,0.04,0.00,-41597.00,4.59,400357.00,31171.00,-0.15,109956.00,48575.00,177741.00
0.00,12750.00,0.20,6.96,0.05,0.05,38976.00,3.10,46153.00,0.00,0.11,1218.00,35855.00,10645.00
0.00,-1325.00,-18.34,9.32,0.00,0.00,-17116.00,0.50,598241.00,150920.00,0.00,83707.00,550.00,0.00
1.00,-7230.00,0.83,7.55,0.03,-0.02,-26769.00,1.60,195191.00,3100.00,-0.74,19209.00,17929.00,9408.00
1.00,-33386.00,23.50,9.33,0.03,-0.03,-26817.00,0.40,959788.00,68676.00,0.00,181685.00,1815.00,93744.00
1.00,-387621.00,5.52,14.11,0.21,-0.04,-999658.00,1.10,8186838.00,281775.00,0.00,3368312.00,365818.00,301149.00
1.00,-7401.00,-11.16,9.61,0.07,-0.05,10518.00,2.10,170337.00,22080.00,0.00,76156.00,218.00,0.00
0.00,-7070.00,1.27,9.56,0.77,-0.02,-362584.00,2.88,344914.00,12917.00,-0.50,179939.00,46499.00,0.00
0.00,-2079.00,0.16,7.84,0.02,0.00,-41599.00,7.80,130911.00,0.00,0.00,400079.00,606.00,115390.00
0.00,-266550.00,2.49,13.24,0.34,-0.23,-453202.00,5.60,840963.00,7942.00,1.52,176744.00,102507.00,0.00
0.00,-21808.00,3.18,10.85,0.31,-0.06,-53815.00,1.29,259103.00,2180.00,-0.72,60338.00,2941.00,0.00
0.00,1828.00,0.43,7.67,1.05,0.04,-6113.00,4.69,9482.00,0.00,0.00,5455.00,4042.00,0.00
0.00,78302.00,1.67,13.87,0.08,0.01,382242.00,3.98,7123650.00,400509.00,0.60,8449154.00,16349.00,6000.00
0.00,7638.00,0.60,9.29,2.30,0.08,-25752.00,13.79,26668.00,833.00,0.23,12809.00,2625.00,884.00
0.00,15514.00,1.48,9.49,0.17,0.02,162015.00,15.35,420561.00,0.00,-0.26,292104.00,95235.00,55200.00
0.00,1920210.00,0.77,14.44,0.25,0.09,4123102.00,34.60,8521096.00,5252355.00,1.07,987204.00,1539577.00,1221296.00
1.00,-26963.00,-1.99,7.60,0.02,-0.20,-90168.00,0.30,271456.00,84737.00,0.00,19993.00,654.00,2481.00
0.00,41314.00,1.22,12.82,0.35,0.03,222742.00,21.95,642626.00,368753.00,-0.43,24921.00,23478.00,132578.00
0.00,38849.00,1.98,13.72,0.61,0.01,36278.00,8.50,1417099.00,673541.00,0.41,265889.00,109100.00,255004.00
0.00,43874.00,3.84,11.16,1.33,0.02,-229916.00,20.91,1338527.00,72770.00,0.61,392144.00,346058.00,16997.00
0.00,346531.00,1.30,12.27,0.09,0.03,43494.00,5.89,6147210.00,1234211.00,0.52,4159538.00,83538.00,100501.00
0.00,-6062.00,2.59,10.60,0.61,-0.02,21205.00,5.10,487316.00,21677.00,0.70,280914.00,4012.00,0.00
0.00,7541.00,6.50,11.92,0.70,0.00,2681.00,3.70,1165417.00,65674.00,0.46,383842.00,6129.00,0.00
0.00,25672.00,2.17,11.59,0.77,0.01,75440.00,4.58,1033439.00,76947.00,-0.37,302736.00,49021.00,0.00
0.00,7229.00,2.13,11.42,0.56,0.00,-27421.00,2.80,996044.00,17278.00,0.00,578541.00,37435.00,0.00
0.00,1669.00,0.89,5.42,0.28,0.01,-26189.00,5.30,107935.00,3190.00,0.00,4.00,2973.00,16000.00
0.00,47595.00,1.91,13.23,0.26,0.02,219976.00,6.10,1570662.00,400152.00,-0.03,325186.00,37683.00,0.00
0.00,137.00,2.23,12.27,0.08,0.00,206932.00,2.80,328707.00,288542.00,0.00,6120.00,2706.00,2.00
0.00,-2695.00,8.51,10.16,0.39,-0.03,-8237.00,9.40,78255.00,3122.00,0.00,9494.00,3124.00,0.00
0.00,3727.00,2.37,13.34,0.33,0.00,-51562.00,3.36,2120100.00,328606.00,-0.71,542707.00,41669.00,0.00
0.00,7244.00,2.09,7.30,0.08,0.00,24140.00,8.10,734020.00,42146.00,-0.48,592816.00,12548.00,0.00
0.00,116109.00,2.02,9.38,0.06,0.04,128192.00,16.82,1401464.00,198820.00,-0.34,587560.00,47845.00,0.00
0.00,88371.00,0.81,8.54,0.88,0.12,-229396.00,8.50,252699.00,401.00,-0.05,0.00,10081.00,215360.00
0.00,89.00,14.48,8.83,0.01,0.00,41413.00,1.20,1411692.00,696572.00,-0.38,1303950.00,1286.00,0.00
0.00,75664.00,2.56,14.20,0.30,0.03,509638.00,13.78,1631387.00,950162.00,0.43,192048.00,84668.00,5740.00
0.00,1712.00,4.81,6.29,0.00,0.05,-2480.00,1.40,30515.00,0.00,0.00,283.00,498.00,10600.00
0.00,139875.00,1.98,12.34,0.10,0.02,200911.00,17.00,4417612.00,633957.00,0.78,3568420.00,56015.00,18815.00
0.00,81590.00,2.78,11.48,0.89,0.04,275898.00,12.51,1404714.00,91613.00,-0.26,316933.00,51399.00,151703.00
0.00,127023.00,1.32,11.88,0.23,0.06,37798.00,38.72,930177.00,802491.00,0.72,74170.00,287728.00,211100.00
0.00,28442.00,7.02,11.10,1.09,0.02,-105128.00,7.80,1031434.00,0.00,-0.35,341340.00,113588.00,0.00
0.00,199490.00,4.04,12.17,0.25,0.02,-516724.00,7.11,5005013.00,415102.00,0.13,3487425.00,59574.00,0.00
0.00,216136.00,1.08,13.07,0.74,0.03,765842.00,8.31,2767676.00,532541.00,0.51,1037287.00,90861.00,152714.00
0.00,145403.00,0.23,12.11,0.20,0.08,368980.00,5.29,282142.00,14402.00,0.09,46222.00,97972.00,0.00
0.00,114447.00,0.57,10.04,0.27,0.11,137814.00,19.52,295455.00,186904.00,1.06,143465.00,78635.00,58432.00
0.00,132597.00,0.46,10.03,0.21,0.09,124771.00,26.38,357015.00,252106.00,0.67,109781.00,76000.00,180000.00
0.00,4905.00,3.17,10.96,0.87,0.00,-186982.00,3.40,515299.00,83850.00,1.10,382483.00,9768.00,0.00
0.00,12819.00,2.32,12.76,0.32,0.01,-41670.00,7.24,766877.00,301357.00,0.00,125365.00,114104.00,4658.00
0.00,847.00,1.84,10.34,0.31,0.00,30354.00,6.01,195200.00,751.00,0.33,62530.00,6891.00,0.00
0.00,11635.00,1.59,13.02,0.38,0.00,-91589.00,3.83,654393.00,193297.00,-0.37,269253.00,14745.00,400.00
0.00,28255.00,1.53,8.84,0.23,0.04,39511.00,6.45,305862.00,0.00,-0.14,245307.00,48066.00,0.00
0.00,9909.00,13.44,9.93,0.38,0.00,571357.00,8.53,1215921.00,9277.00,0.08,84174.00,121074.00,13041.00
0.00,2377.00,2.59,10.18,0.91,0.00,-249770.00,27.50,299141.00,0.00,-0.43,118009.00,5739.00,0.00
0.00,7230.00,3.26,9.02,0.67,0.01,92258.00,13.00,748442.00,340.00,-0.55,314357.00,5826.00,0.00
0.00,41783.00,5.17,11.63,0.65,0.01,-316741.00,16.90,1647428.00,17841.00,0.35,836137.00,10875.00,39993.00
0.00,65266.00,1.36,11.28,0.32,0.05,181671.00,15.07,591027.00,176249.00,0.26,160650.00,117218.00,0.00
1.00,-9257.00,-2.50,8.57,0.01,-0.03,-35108.00,0.60,526001.00,909.00,0.00,111315.00,3849.00,0.00
0.00,9974.00,5.49,10.81,1.12,0.01,-51556.00,5.90,619526.00,2341.00,-0.69,268624.00,14982.00,0.00
0.00,20085.00,0.78,9.60,0.28,0.03,-19689.00,4.59,197524.00,0.00,0.29,30523.00,10767.00,0.00
0.00,10113.00,7.27,10.63,0.74,0.00,-127084.00,11.50,1268613.00,1195.00,0.87,464878.00,18115.00,2000.00
0.00,16159.00,4.18,11.10,1.25,0.02,62482.00,8.76,653822.00,2976.00,0.87,118630.00,31421.00,26159.00
0.00,965264.00,1.50,14.71,0.49,0.04,-766816.00,24.03,11580050.00,3857371.00,0.48,2321342.00,1342791.00,959158.00
1.00,-8210.00,4.30,8.26,0.04,-0.01,22977.00,12.00,720177.00,405545.00,0.00,0.00,15827.00,47.00
0.00,3328.00,0.10,8.11,0.27,0.08,2929.00,8.30,3791.00,0.00,0.07,345.00,20331.00,14018.00
0.00,250.00,0.30,8.75,0.74,0.01,-3528.00,7.14,6720.00,150.00,0.42,3597.00,5048.00,3684.00
0.00,1480.00,1.51,8.41,1.53,0.02,-1078.00,5.60,25641.00,1418.00,0.80,15696.00,3840.00,0.00
0.00,685.00,0.75,7.62,0.80,0.02,-1750.00,4.17,11220.00,483.00,0.59,562.00,9243.00,453.00
0.00,-2476.00,3.53,9.09,1.09,-0.04,3350.00,9.00,46487.00,416.00,0.02,20697.00,5426.00,1200.00
0.00,-61947.00,0.56,7.41,0.25,-0.58,-61394.00,1.40,38752.00,218.00,0.00,21652.00,1567.00,3981.00
0.00,-34.00,0.49,,0.05,0.00,-334.00,0.60,6194.00,240.00,0.00,0.00,177.00,0.00
0.00,15637423.00,2.35,18.50,0.32,0.02,115766577.00,102.22,283152165.00,101858914.00,1.14,83808756.00,18446969.00,11172868.00
0.00,11711.00,2.57,12.00,0.88,0.01,-274972.00,10.43,950037.00,71194.00,0.33,165844.00,106128.00,74486.00
0.00,17070.00,0.46,11.41,0.86,0.01,-73822.00,3.62,451000.00,3788.00,1.03,130372.00,44327.00,1200.00
1.00,-4317.00,-28.17,10.74,0.44,-0.07,-1504.00,0.80,65771.00,10959.00,0.00,3401.00,1004.00,0.00
0.00,45207.00,0.76,9.85,0.09,0.02,-292625.00,4.05,766572.00,9521.00,-0.52,523183.00,37135.00,5132.00
0.00,31779.00,0.33,7.99,0.01,0.01,256056.00,16.75,414026.00,100024.00,0.16,1132453.00,14411.00,0.00
0.00,34724.00,1.34,6.17,0.08,0.04,226613.00,8.06,384963.00,358159.00,0.26,0.00,57575.00,229000.00
0.00,30291.00,2.24,12.14,0.66,0.03,-25720.00,20.68,467818.00,242110.00,-0.37,10619.00,30611.00,222.00
0.00,-101367.00,-12.20,14.82,0.77,-0.02,-407189.00,2.20,6160625.00,3523193.00,0.00,879627.00,273293.00,2841.00
0.00,-12578.00,2.44,9.48,0.81,-0.08,-42116.00,8.10,115446.00,3944.00,-0.52,45960.00,2619.00,0.00
0.00,162778.00,5.49,12.96,0.56,0.02,917389.00,7.76,4478945.00,1238019.00,0.00,740041.00,154045.00,41.00
0.00,23482.00,6.10,10.10,1.18,0.03,145701.00,15.70,509502.00,8244.00,0.45,50440.00,12741.00,0.00
0.00,61922.00,5.34,10.66,0.48,0.02,272522.00,21.64,1250454.00,296337.00,0.28,718881.00,63108.00,141931.00
0.00,46289.00,5.06,10.50,0.26,0.03,134702.00,3.95,926218.00,0.00,0.15,407796.00,44315.00,0.00
1.00,-6313.00,-109.60,9.80,0.00,-0.04,-2561.00,3.90,166205.00,90783.00,0.00,46564.00,181.00,0.00
0.00,111595.00,1.05,11.76,0.35,0.08,236932.00,17.36,353473.00,72280.00,0.00,1629.00,375229.00,138485.00
0.00,55892.00,11.40,13.48,0.41,0.02,-48669.00,15.90,1841174.00,577269.00,0.56,833391.00,162861.00,0.00
0.00,528.00,7.20,10.18,0.53,0.00,-365.00,6.00,231598.00,8022.00,0.19,130191.00,16155.00,0.00
0.00,40123.00,0.99,9.27,0.41,0.04,232961.00,2.29,265640.00,29434.00,0.91,158223.00,10206.00,0.00
0.00,39707.00,5.35,9.45,0.43,0.03,83101.00,8.81,746454.00,195408.00,0.31,429215.00,47935.00,282825.00
0.00,864.00,0.48,6.36,0.50,0.10,-8680.00,6.60,1601.00,0.00,0.00,1018.00,201.00,700.00
0.00,6028.00,3.07,9.80,0.03,0.00,185151.00,3.55,515800.00,96508.00,-0.06,329211.00,2874.00,0.00
0.00,392160.00,3.77,15.50,0.12,0.01,1562567.00,24.88,14558270.00,8055991.00,0.52,981905.00,483045.00,324557.00
0.00,1443.00,3.04,11.71,0.45,0.00,211668.00,5.40,374681.00,102807.00,0.06,80825.00,78843.00,23457.00
0.00,155599.00,2.28,10.81,0.66,0.16,167990.00,15.07,399933.00,39191.00,-0.24,61008.00,111018.00,80574.00
0.00,-9699.00,5.77,9.99,0.56,-0.06,-9554.00,4.10,125750.00,575.00,0.00,50216.00,1215.00,0.00
0.00,1872974.00,2.23,13.52,1.70,0.09,945744.00,147.10,8860569.00,9196.00,0.98,1443524.00,552833.00,3907058.00
0.00,157213.00,4.03,14.78,0.21,0.03,127975.00,20.91,2960172.00,2288546.00,0.44,133912.00,324544.00,0.00
0.00,12587.00,5.23,13.19,0.05,0.00,376693.00,8.12,2102144.00,227479.00,-0.17,1123627.00,500119.00,1066.00
0.00,1458.00,6.49,7.17,0.91,0.01,22800.00,8.63,90316.00,2052.00,0.08,15440.00,8718.00,0.00
0.00,17572.00,9.68,7.36,0.36,0.03,197766.00,11.69,454953.00,116245.00,0.07,345140.00,86496.00,0.00
0.00,118336.00,4.71,8.65,0.18,0.06,346127.00,20.75,1116203.00,649447.00,0.05,278047.00,114445.00,598490.00
0.00,-10692.00,3.94,8.97,1.56,-0.20,-43777.00,6.47,36047.00,1093.00,0.09,13300.00,363.00,0.00
0.00,17670.00,2.83,9.94,0.92,0.04,4045.00,8.11,204589.00,16392.00,-0.46,204077.00,15079.00,10000.00
0.00,428283.00,2.24,12.79,0.34,0.05,748878.00,10.62,3612748.00,615392.00,1.03,3132716.00,734834.00,800.00
0.00,2348.00,4.46,8.46,0.61,0.01,64134.00,20.88,205446.00,0.00,-0.58,78010.00,41803.00,0.00
1.00,-9673.00,35.05,10.11,0.51,-0.11,-34192.00,9.50,80209.00,10992.00,0.00,17197.00,4736.00,0.00
0.00,70093.00,3.67,7.60,0.07,0.03,1109228.00,10.20,1419120.00,34778.00,0.44,896669.00,37683.00,1853.00
0.00,5158.00,2.35,9.39,0.08,0.01,77160.00,6.82,213156.00,78488.00,-0.03,712.00,16320.00,0.00
0.00,2101784.00,2.43,11.24,0.34,0.13,3464312.00,16.27,7529621.00,2411990.00,1.73,4605151.00,1158571.00,382499.00
0.00,-33845.00,1.40,12.94,0.42,-0.04,27890.00,16.20,389076.00,27568.00,-0.29,20002.00,30225.00,0.00
0.00,677265.00,3.74,14.91,0.45,0.02,3094121.00,5.14,16870601.00,3563471.00,0.99,1773020.00,334136.00,278850.00
1.00,-153959.00,-2.22,7.89,2.81,-4.37,-17150.00,7.20,358628.00,585.00,0.68,378.00,3389.00,0.00
0.00,15167.00,0.25,12.35,0.16,0.01,-179126.00,4.86,130061.00,111927.00,1.02,0.00,23943.00,0.00
0.00,6705.00,1.24,8.04,1.02,0.02,-15348.00,8.38,89735.00,266.00,0.70,2660.00,14975.00,12482.00
0.00,794883.00,8.88,14.17,1.15,0.04,1902079.00,14.58,12977676.00,664509.00,1.21,1840741.00,314606.00,108741.00
0.00,130703.00,2.08,10.71,0.44,0.06,136631.00,8.10,835654.00,301728.00,0.51,650472.00,83927.00,4194.00
0.00,954488.00,6.24,14.64,0.29,0.07,2671077.00,20.11,8395895.00,4574433.00,0.95,3834705.00,387721.00,111244.00
0.00,91755.00,1.80,10.97,0.57,0.09,-58616.00,7.46,366648.00,51206.00,0.35,97935.00,76451.00,9074.00
0.00,55123.00,1.08,9.10,0.07,0.01,300831.00,1.46,2308752.00,245648.00,0.69,770878.00,36605.00,0.00
0.00,72042.00,5.72,14.16,0.22,0.04,70288.00,7.78,1295838.00,1255909.00,0.04,665.00,16008.00,85041.00
0.00,10952.00,9.50,7.67,0.52,0.01,-13692.00,8.61,787538.00,157231.00,0.22,86569.00,43431.00,4230.00
0.00,26900.00,6.84,10.70,0.84,0.03,1651.00,6.31,575830.00,0.00,0.14,374987.00,69534.00,0.00
0.00,3942.00,3.86,9.17,0.28,0.01,-119643.00,6.38,383499.00,106828.00,-0.11,440197.00,5791.00,2023.00
0.00,94088.00,4.85,14.88,0.10,0.01,62273.00,3.80,7666896.00,6010368.00,1.14,78661.00,142527.00,60400.00
0.00,60153.00,0.62,10.77,0.93,0.11,-164931.00,7.85,102316.00,0.00,0.31,156069.00,70164.00,16650.00
0.00,38904.00,20.89,12.78,0.26,0.03,-8660.00,16.80,930628.00,874823.00,-0.37,42904.00,15398.00,464676.00
0.00,56610.00,0.72,9.85,0.56,0.12,115891.00,2.13,115378.00,5057.00,0.62,14508.00,12780.00,11513.00
0.00,77196.00,4.83,10.85,0.10,0.09,54301.00,22.65,536694.00,488413.00,0.09,48384.00,46513.00,380897.00
0.00,282323.00,7.37,13.19,0.15,0.03,106429.00,6.03,6401485.00,948397.00,0.64,5110420.00,205996.00,31205.00
0.00,85179.00,0.52,11.05,0.04,0.01,164448.00,3.06,2698722.00,887709.00,0.85,4373272.00,50430.00,0.00
0.00,84772.00,2.40,11.02,0.18,0.02,-18558.00,9.24,1912159.00,913630.00,0.13,2834535.00,77923.00,0.00
0.00,16018.00,1.18,9.30,0.12,0.03,32878.00,15.00,183358.00,9220.00,0.00,0.00,5051.00,0.00
0.00,1075502.00,0.96,10.45,0.29,0.08,511273.00,21.18,3328395.00,553291.00,0.66,5817380.00,1835706.00,0.00
0.00,51785.00,0.21,9.48,0.17,0.12,-198374.00,38.26,32011.00,11295.00,0.00,0.00,57695.00,176000.00
0.00,400.00,0.02,9.52,1.06,0.01,-17505.00,4.00,383.00,0.00,-0.26,2158.00,6077.00,0.00
0.00,20333.00,7.98,11.69,0.90,0.01,83528.00,24.26,950980.00,169310.00,0.15,520126.00,99227.00,0.00
0.00,6081.00,5.96,11.14,0.95,0.01,49511.00,3.41,261885.00,12032.00,0.00,83622.00,8355.00,189.00
0.00,112565.00,0.85,9.72,0.57,0.20,157317.00,19.94,136622.00,4950.00,1.20,177456.00,15858.00,187282.00
0.00,26930.00,11.91,12.26,0.93,0.01,324620.00,8.50,1698209.00,202676.00,0.07,420008.00,87056.00,73285.00
0.00,1668.00,8.06,9.25,0.71,0.01,33914.00,4.60,194227.00,4558.00,0.22,48045.00,4452.00,20437.00
0.00,-28895.00,21.14,10.20,0.21,-0.05,-38069.00,3.30,505627.00,685.00,0.11,292487.00,13859.00,0.00
1.00,-21263.00,-5.42,8.92,0.07,-0.12,-23347.00,0.80,277138.00,0.00,0.00,131163.00,228.00,0.00
0.00,4521.00,8.52,11.62,0.88,0.00,32820.00,10.00,648173.00,3914.00,0.39,363239.00,11801.00,0.00
0.00,1704.00,9.13,11.29,0.73,0.00,22469.00,6.21,504402.00,18142.00,0.19,221599.00,6990.00,0.00
0.00,2270.00,4.74,10.24,0.61,0.02,3466.00,6.90,65947.00,6748.00,0.04,39958.00,5685.00,0.00
0.00,213577.00,3.74,12.82,0.59,0.04,665303.00,5.56,2757100.00,241594.00,0.50,833235.00,212906.00,96000.00
0.00,1112.00,5.58,11.23,0.91,0.00,1299.00,2.70,232354.00,14633.00,-0.06,125963.00,7841.00,2200.00
