Y,LNTT,DTL,Size,ATR,ROA,G_ASSET,Price,TL,DLTT,EBITDA,Inven,Cash,che
0.00,2038.00,2.73,13.44,0.47,0.00,-154780.00,10.30,1015487.00,82336.00,1.60,247551.00,60508.00,0.00
0.00,21365.00,6.70,11.12,0.49,0.05,5113.00,4.58,339265.00,7853.00,0.58,46817.00,33431.00,0.00
0.00,3022.00,1.02,7.97,1.28,0.07,4002.00,5.18,12362.00,0.00,0.00,6756.00,7884.00,0.00
0.00,508766.00,3.56,13.30,0.08,0.04,3191907.00,13.95,7302432.00,312432.00,1.07,6851929.00,97776.00,17352.00
0.00,10064.00,1.75,9.95,1.77,0.09,736.00,16.16,39482.00,2651.00,0.08,18003.00,9805.00,2000.00
0.00,22082.00,1.07,9.60,0.29,0.05,66285.00,15.17,119560.00,318.00,0.45,194633.00,35231.00,0.00
0.00,1721147.00,1.29,13.11,0.35,0.11,2898032.00,36.05,5601390.00,2674437.00,1.36,1555630.00,2397187.00,516562.00
0.00,-40830.00,-14.51,8.78,0.25,-0.17,-41680.00,1.00,276976.00,64536.00,0.00,42810.00,3855.00,2531.00
0.00,60950.00,2.15,12.91,0.37,0.07,-3915.00,19.24,403800.00,238910.00,0.22,33764.00,74040.00,16464.00
0.00,-12380.00,3.07,12.03,0.37,-0.01,609825.00,4.81,959852.00,343472.00,0.34,210322.00,56832.00,83986.00
0.00,76118.00,9.66,11.26,0.98,0.03,26192.00,18.36,1668202.00,68305.00,-0.08,799874.00,230812.00,27356.00
0.00,275177.00,3.49,11.80,0.19,0.02,2055659.00,7.67,6070388.00,613262.00,0.86,4035959.00,104437.00,157484.00
0.00,7666.00,5.16,10.88,0.95,0.01,-143370.00,5.60,533309.00,40491.00,0.12,178135.00,37592.00,0.00
0.00,32649.00,12.14,12.17,0.69,0.02,184614.00,10.27,1085991.00,88546.00,0.37,353702.00,13285.00,0.00
0.00,33718.00,3.70,12.31,1.07,0.02,-551242.00,7.46,922354.00,89034.00,0.47,332057.00,43563.00,0.00
0.00,40037.00,4.07,11.61,0.64,0.02,21561.00,7.74,989167.00,5904.00,0.18,488774.00,28883.00,0.00
1.00,-17596.00,4.66,5.52,0.48,-0.04,-110020.00,3.70,277132.00,3190.00,0.00,47601.00,974.00,0.00
0.00,80457.00,2.38,13.43,0.42,0.04,42207.00,7.52,1010083.00,290850.00,0.82,244488.00,85995.00,0.00
0.00,-6061.00,3.66,12.10,0.09,-0.01,21042.00,2.00,283017.00,193924.00,0.00,13497.00,584.00,2.00
0.00,2123.00,19.61,9.97,1.18,0.02,-9422.00,7.00,116743.00,0.00,0.00,38491.00,569.00,0.00
0.00,40145.00,4.49,13.34,0.47,0.01,80469.00,6.92,2194106.00,391594.00,0.16,816471.00,19467.00,0.00
0.00,4739.00,4.05,10.19,0.04,0.00,172445.00,12.40,695227.00,150200.00,-2.69,434707.00,34302.00,50000.00
0.00,174014.00,3.36,9.51,0.34,0.09,-25005.00,21.48,971828.00,299885.00,0.23,735700.00,97789.00,0.00
0.00,23676.00,6.66,8.52,0.04,0.02,545172.00,5.79,755934.00,156772.00,0.52,0.00,14032.00,274000.00
0.00,329.00,26.78,8.87,0.02,0.00,335725.00,12.10,1328054.00,561491.00,1.01,1175242.00,20959.00,1500.00
0.00,100482.00,3.92,13.38,0.48,0.06,9905.00,13.35,970446.00,422592.00,0.42,131684.00,163081.00,551.00
1.00,-1765.00,8.68,6.79,0.15,-0.04,-7559.00,0.90,35615.00,0.00,0.00,2461.00,66.00,0.00
0.00,178686.00,3.52,10.85,0.00,0.02,315532.00,25.47,4009206.00,1433821.00,0.46,3305585.00,78548.00,24200.00
0.00,97818.00,5.07,11.56,0.85,0.05,366307.00,12.79,1219877.00,19439.00,0.53,260544.00,140300.00,177001.00
0.00,105629.00,3.74,11.90,0.21,0.06,7320.00,29.63,987601.00,892831.00,0.10,77494.00,30448.00,455280.00
0.00,45749.00,16.37,11.78,1.45,0.03,-129708.00,7.79,1243009.00,22574.00,0.35,141887.00,92777.00,0.00
0.00,173074.00,10.74,12.25,0.17,0.02,588522.00,4.82,6631442.00,2250869.00,-0.31,4818606.00,30751.00,4380.00
0.00,161087.00,1.13,11.45,0.64,0.05,72691.00,9.23,1037967.00,223328.00,0.60,401837.00,95961.00,29819.00
0.00,69965.00,0.42,11.28,0.18,0.05,100443.00,2.74,181269.00,51180.00,0.15,75907.00,62552.00,0.00
0.00,74034.00,0.35,10.35,0.34,0.11,52370.00,11.79,83851.00,35870.00,0.12,134855.00,142884.00,16988.00
0.00,145178.00,1.08,10.61,0.57,0.11,-198634.00,27.81,360302.00,245703.00,-0.06,112884.00,73901.00,218000.00
0.00,36540.00,11.86,11.29,1.27,0.03,439422.00,25.07,945057.00,6685.00,0.26,446966.00,96767.00,7776.00
0.00,218.00,3.89,12.33,0.18,0.00,52587.00,5.40,680141.00,263191.00,0.00,152673.00,130758.00,0.00
0.00,3416.00,3.48,10.44,0.78,0.01,74690.00,4.71,184380.00,2287.00,0.34,34691.00,8000.00,0.00
0.00,10456.00,3.59,11.79,0.41,0.01,75455.00,3.68,741173.00,255252.00,-0.39,200611.00,30720.00,700.00
0.00,22262.00,2.73,8.92,0.17,0.04,778.00,4.68,255535.00,0.00,0.24,206724.00,23943.00,35000.00
0.00,9399.00,11.12,10.21,1.04,0.01,92965.00,8.27,519132.00,14392.00,-0.70,77579.00,7287.00,11934.00
0.00,29455.00,4.40,10.25,0.54,0.07,34837.00,13.80,265777.00,0.00,-0.21,80984.00,9061.00,0.00
0.00,22296.00,4.77,9.24,0.77,0.02,13824.00,10.72,572981.00,30365.00,-0.46,262678.00,31083.00,51.00
0.00,57651.00,12.78,11.00,0.93,0.01,-260395.00,13.44,1954044.00,163412.00,-0.09,1138905.00,89598.00,56980.00
0.00,54422.00,2.73,10.20,0.69,0.06,-371747.00,10.58,453078.00,49801.00,0.38,46203.00,171967.00,20000.00
1.00,-78926.00,-7.83,9.18,0.03,-0.19,-81901.00,1.40,552718.00,18245.00,0.00,148098.00,356.00,0.00
0.00,9436.00,12.44,10.94,0.74,0.01,112096.00,5.70,699400.00,5416.00,-0.19,230716.00,17828.00,0.00
0.00,21785.00,2.94,10.24,0.60,0.06,-238622.00,10.71,205238.00,0.00,0.25,92055.00,185316.00,0.00
0.00,18669.00,15.69,10.93,0.63,0.01,305600.00,11.47,1494425.00,165179.00,-0.10,675888.00,107205.00,7000.00
0.00,15342.00,6.87,11.15,1.31,0.02,-16248.00,9.56,535372.00,10912.00,-0.41,89100.00,55820.00,2200.00
0.00,1951490.00,3.50,14.84,0.50,0.08,-1171615.00,18.10,13771145.00,3335872.00,2.11,3718098.00,2248782.00,1203565.00
0.00,-15822.00,3.91,8.33,0.00,-0.02,22823.00,3.60,582215.00,152503.00,0.00,0.00,19602.00,5055.00
0.00,186.00,0.26,8.34,0.41,0.00,30395.00,19.10,7293.00,0.00,-0.21,3515.00,35669.00,0.00
0.00,593.00,0.76,8.89,0.43,0.02,-10649.00,9.98,8695.00,0.00,-0.40,2517.00,691.00,3266.00
0.00,2455.00,2.38,7.83,1.47,0.05,-8111.00,10.14,21095.00,0.00,0.10,13316.00,2762.00,0.00
0.00,1151.00,1.69,8.09,1.57,0.03,-17899.00,9.34,13211.00,0.00,-0.11,3320.00,4885.00,950.00
0.00,1660.00,4.78,9.10,1.68,0.02,14559.00,11.80,47333.00,1707.00,0.17,13009.00,2925.00,1200.00
0.00,94692.00,1.07,7.94,0.37,0.38,-21292.00,4.40,70313.00,218.00,0.00,31204.00,26390.00,30000.00
1.00,-2581.00,1.06,5.08,0.01,-0.13,-8187.00,1.00,6839.00,3740.00,0.00,0.00,371.00,0.00
0.00,9114281.00,6.14,17.39,0.42,0.03,33341207.00,56.79,161235047.00,37610416.00,1.25,56058815.00,8141750.00,672570.00
0.00,289224.00,6.79,12.01,1.11,0.11,-233349.00,16.09,1579014.00,49126.00,0.05,465147.00,224522.00,268000.00
0.00,97663.00,1.33,12.01,0.58,0.04,26656.00,7.01,621661.00,16006.00,0.59,71320.00,58161.00,161201.00
1.00,-15169.00,15.30,10.87,0.33,-0.23,-14441.00,1.00,59051.00,20756.00,0.00,1286.00,323.00,405.00
0.00,242432.00,2.03,9.78,0.72,0.10,180410.00,6.44,971066.00,182967.00,-0.26,799157.00,74720.00,132.00
0.00,99441.00,0.77,6.95,0.08,0.08,761754.00,16.90,281773.00,106466.00,-0.05,612961.00,71638.00,0.00
0.00,3254.00,1.10,6.49,0.08,0.01,5708.00,4.76,142007.00,129310.00,-0.52,0.00,15520.00,41000.00
0.00,33436.00,3.14,10.74,0.61,0.05,174543.00,11.03,351231.00,145487.00,-0.40,14286.00,52059.00,30638.00
0.00,-64375.00,-320.43,14.90,0.08,-0.01,-264051.00,6.10,6327800.00,3578638.00,0.00,817178.00,424539.00,128217.00
0.00,6391.00,3.92,9.67,1.11,0.03,-6496.00,9.70,124037.00,3015.00,0.85,24286.00,8610.00,0.00
0.00,65832.00,11.19,12.89,0.44,0.01,596364.00,5.32,3162416.00,1039584.00,0.00,895020.00,302797.00,41.00
0.00,2805.00,4.56,9.18,0.91,0.00,65858.00,2.78,311028.00,7948.00,0.53,111322.00,3318.00,48160.00
0.00,-3094.00,1.85,5.16,0.07,-0.01,149876.00,9.62,345371.00,84658.00,0.96,2333.00,10067.00,35518.00
0.00,19822.00,5.10,9.46,0.68,0.01,-533308.00,3.18,908010.00,99450.00,0.84,550618.00,10960.00,0.00
0.00,-25911.00,15.72,9.99,0.04,-0.16,-34582.00,5.29,151094.00,83268.00,0.00,108644.00,17.00,0.00
0.00,49444.00,1.20,11.43,0.19,0.05,169649.00,10.80,284554.00,148209.00,0.00,2183.00,178070.00,31343.00
0.00,5792.00,13.39,13.67,0.66,0.00,-27090.00,6.13,1964998.00,663348.00,0.20,845371.00,16483.00,0.00
0.00,2772.00,8.30,10.41,1.12,0.01,-265.00,37.90,264102.00,10698.00,-0.04,125965.00,10998.00,5000.00
0.00,6235.00,0.91,9.31,0.13,0.01,-12969.00,2.15,170943.00,72454.00,0.89,119818.00,864.00,0.00
0.00,20259.00,3.16,9.58,0.39,0.02,-71538.00,6.53,450162.00,67276.00,0.70,463555.00,18411.00,865.00
0.00,1447.00,3.52,6.69,0.26,0.09,-71.00,4.10,10026.00,0.00,0.00,1018.00,1169.00,5380.00
0.00,1468.00,3.86,9.97,0.08,0.00,177561.00,3.00,397939.00,95544.00,-0.84,305393.00,1948.00,0.00
0.00,1185141.00,2.72,13.33,0.12,0.10,-4924663.00,26.21,5844391.00,3907793.00,0.42,111156.00,744285.00,15781.00
0.00,5057.00,2.11,10.93,0.80,0.01,87442.00,4.32,222073.00,6939.00,0.48,163547.00,32693.00,5446.00
0.00,20479.00,4.74,10.65,0.69,0.04,-5624.00,9.16,315790.00,63960.00,0.58,73755.00,54936.00,0.00
0.00,2926.00,4.53,10.19,0.81,0.01,-21304.00,3.92,161348.00,1093.00,0.00,47405.00,24353.00,0.00
0.00,1762922.00,1.77,13.28,1.77,0.12,3925775.00,158.63,5507243.00,12044.00,0.98,1240877.00,1996628.00,2675000.00
0.00,133403.00,6.68,14.76,0.27,0.03,566211.00,20.59,2961129.00,2348460.00,0.74,65787.00,253805.00,7612.00
0.00,17769.00,6.32,10.54,0.12,0.00,208790.00,6.48,1783647.00,503406.00,-0.52,699633.00,313950.00,1066.00
0.00,1278.00,6.15,7.47,1.19,0.01,15359.00,7.61,79306.00,2764.00,0.20,32274.00,11770.00,0.00
0.00,1331.00,2.04,7.50,0.56,0.01,32582.00,7.48,98777.00,19903.00,0.57,77739.00,50762.00,8267.00
0.00,70315.00,4.87,9.22,0.30,0.04,269275.00,9.85,974681.00,540407.00,0.86,427949.00,434371.00,27000.00
0.00,3216.00,3.24,9.21,1.75,0.04,-10309.00,3.66,50022.00,3498.00,-1.46,37690.00,800.00,0.00
0.00,8764.00,4.65,9.21,0.79,0.02,41393.00,5.30,193024.00,5960.00,1.18,154396.00,8429.00,0.00
0.00,91817.00,2.20,12.46,0.20,0.01,786496.00,4.81,3077745.00,1779228.00,1.38,2858384.00,179462.00,40000.00
0.00,4299.00,6.84,7.29,1.00,0.01,10776.00,7.62,180634.00,0.00,0.29,52670.00,78829.00,0.00
0.00,-17422.00,8.83,10.26,0.36,-0.11,-60401.00,9.40,126641.00,35295.00,0.00,17313.00,7547.00,0.00
0.00,81086.00,0.68,7.46,0.13,0.08,505946.00,21.64,210801.00,71.00,1.15,0.00,8486.00,7028.00
0.00,196.00,1.81,9.44,0.08,0.00,57213.00,2.50,137497.00,75057.00,0.11,580.00,3141.00,0.00
0.00,821238.00,1.15,10.57,0.45,0.14,1989444.00,6.24,2025436.00,497831.00,1.05,915503.00,1818217.00,0.00
0.00,-21883.00,1.09,12.26,0.34,-0.03,-2532.00,28.20,306962.00,87575.00,-0.69,32821.00,9051.00,223955.00
0.00,1318686.00,2.26,15.19,0.34,0.06,8093397.00,5.20,9505228.00,3319816.00,1.61,1239419.00,660584.00,282200.00
0.00,-327338.00,-2.60,8.43,0.11,-3.98,-14388.00,9.20,357040.00,0.00,0.41,28434.00,5877.00,0.00
0.00,22306.00,0.38,12.38,0.07,0.01,140988.00,2.53,192977.00,170161.00,1.32,0.00,86229.00,0.00
0.00,17788.00,2.04,8.42,1.41,0.05,-108559.00,6.28,135802.00,677.00,0.95,20320.00,22585.00,15482.00
0.00,715272.00,10.51,13.90,0.94,0.05,4158567.00,12.24,9619639.00,734050.00,0.93,1228871.00,572302.00,1198070.00
0.00,67119.00,2.26,10.76,0.34,0.04,226941.00,5.20,756175.00,331499.00,0.21,913101.00,27591.00,3458.00
0.00,293175.00,5.31,13.97,0.30,0.04,3645335.00,10.63,4866298.00,2829982.00,0.74,2391265.00,627094.00,55183.00
0.00,57241.00,0.95,8.54,0.18,0.06,-50723.00,4.25,220854.00,99304.00,0.09,193433.00,83790.00,28628.00
0.00,32262.00,1.39,10.65,0.15,0.00,480784.00,2.28,2812895.00,849396.00,1.25,794217.00,69636.00,0.00
0.00,66159.00,4.75,13.78,0.30,0.05,81382.00,9.81,948986.00,820861.00,0.54,2358.00,9231.00,0.00
0.00,4950.00,5.45,8.48,0.59,0.00,21097.00,3.17,478308.00,0.00,-0.19,148833.00,13217.00,1230.00
0.00,24205.00,4.47,10.72,0.91,0.03,-10115.00,3.43,421411.00,0.00,-0.13,306229.00,31019.00,0.00
0.00,15509.00,1.72,10.06,0.75,0.03,-335561.00,3.15,186321.00,152048.00,-1.35,5731.00,45468.00,135788.00
0.00,489690.00,5.36,14.63,0.30,0.04,2233502.00,8.45,6786656.00,5268855.00,1.60,41508.00,428688.00,134298.00
0.00,6367.00,0.66,9.38,0.06,0.02,18047.00,5.31,89766.00,0.00,0.40,187025.00,6897.00,34000.00
0.00,11885.00,23.81,12.64,0.32,0.01,150495.00,9.36,825522.00,691524.00,-0.09,68889.00,59119.00,242111.00
0.00,-6330.00,0.07,9.89,0.09,-0.02,-488.00,1.21,9474.00,3600.00,0.48,10.00,3421.00,8088.00
0.00,108970.00,6.14,10.85,0.22,0.15,160592.00,21.42,507942.00,461832.00,0.30,35777.00,273077.00,89814.00
0.00,160496.00,4.15,13.23,0.22,0.01,1803980.00,5.24,6166428.00,2637649.00,0.81,5020596.00,71870.00,11200.00
0.00,34927.00,0.51,11.17,0.02,0.00,176300.00,3.99,2621096.00,1338144.00,0.96,3452738.00,26525.00,8005.00
0.00,28971.00,2.35,10.91,0.08,0.01,1003836.00,7.86,1789511.00,847038.00,0.70,2625597.00,50855.00,0.00
0.00,8933.00,0.56,8.32,0.43,0.02,-59821.00,4.25,81093.00,4700.00,0.00,0.00,27178.00,0.00
0.00,582598.00,1.61,10.22,0.50,0.06,-604658.00,10.16,3539099.00,2266930.00,0.62,4617788.00,1059489.00,510.00
0.00,55071.00,0.11,9.58,0.14,0.10,40641.00,29.86,24875.00,3891.00,0.00,254.00,110177.00,249129.00
0.00,568.00,2.40,9.31,1.02,0.01,13245.00,4.50,35923.00,0.00,0.39,39538.00,1839.00,0.00
0.00,41552.00,9.15,12.08,0.98,0.03,272115.00,10.96,1048180.00,435335.00,-0.20,513485.00,69122.00,0.00
0.00,9206.00,6.22,11.37,0.76,0.03,-83360.00,0.00,204839.00,77061.00,0.00,32786.00,8494.00,189.00
0.00,33802.00,7.88,9.41,0.51,0.06,-45088.00,10.35,355088.00,0.00,0.72,372253.00,2570.00,0.00
0.00,33143.00,11.32,11.89,1.04,0.01,45269.00,6.19,1237543.00,96725.00,-0.03,261460.00,83548.00,0.00
0.00,3142.00,8.25,9.61,0.97,0.01,30511.00,4.33,196076.00,7607.00,0.42,73559.00,23682.00,515.00
0.00,462.00,8.99,10.24,0.46,0.00,73059.00,5.20,343196.00,4483.00,0.00,175490.00,2410.00,0.00
0.00,-26371.00,18.26,9.41,0.47,-0.08,-40266.00,2.00,295067.00,0.00,0.00,249784.00,3114.00,0.00
0.00,14007.00,8.35,11.90,1.14,0.01,-56544.00,9.54,633254.00,34436.00,0.05,313454.00,30979.00,0.00
0.00,4791.00,8.72,11.35,0.62,0.01,92541.00,4.92,420868.00,25564.00,-0.32,134786.00,3119.00,0.00
0.00,4136.00,6.07,10.30,1.22,0.03,23790.00,6.41,79767.00,12289.00,0.51,55071.00,4672.00,0.00
0.00,74987.00,2.86,11.68,0.43,0.03,350708.00,2.40,1537580.00,62281.00,0.95,569469.00,226732.00,0.00
0.00,647.00,5.13,11.23,0.69,0.00,22870.00,2.00,165032.00,9010.00,-0.08,51011.00,167.00,2200.00
0.00,432647.00,3.51,14.42,0.05,0.05,943120.00,22.81,5302873.00,4159706.00,0.35,80317.00,799676.00,15843.00
0.00,21735.00,8.37,10.77,0.10,0.01,1011465.00,5.13,1479206.00,455767.00,0.55,986505.00,38743.00,5650.00
0.00,66930.00,0.90,11.84,1.18,0.13,36095.00,23.48,130218.00,6137.00,0.65,30551.00,45354.00,7977.00
0.00,197448.00,2.56,10.81,0.31,0.11,147821.00,12.48,856492.00,314668.00,1.54,216299.00,254523.00,12442.00
0.00,16661.00,4.60,12.36,0.51,0.01,265978.00,3.88,1175413.00,39684.00,1.54,333268.00,124458.00,0.00
1.00,-248733.00,-5.20,11.72,0.26,-0.53,-208622.00,6.20,758219.00,83309.00,0.00,81811.00,3327.00,0.00
0.00,1209.00,5.43,10.28,0.77,0.00,-6197.00,3.60,160982.00,0.00,-0.16,72910.00,1126.00,0.00
0.00,67110.00,11.21,12.20,0.82,0.03,358997.00,19.19,1677515.00,56353.00,-0.17,845450.00,59677.00,185613.00
0.00,404.00,11.09,11.39,0.70,0.00,-2295.00,6.80,413812.00,33747.00,-0.43,157389.00,3668.00,2957.00
0.00,239.00,5.32,10.03,0.21,0.00,8007.00,5.20,249896.00,449.00,0.00,48743.00,2488.00,0.00
0.00,3285.00,4.52,11.14,0.48,0.00,58350.00,3.10,412434.00,14856.00,1.00,149757.00,5743.00,70000.00
0.00,396.00,4.03,7.25,0.46,0.00,-27449.00,1.60,104965.00,5804.00,-0.09,19979.00,3202.00,0.00
0.00,-4712.00,13.35,9.71,0.27,0.00,58975.00,2.90,1062684.00,284651.00,0.00,220417.00,3237.00,3570.00
0.00,51555.00,5.19,11.79,0.01,0.01,1451912.00,12.57,3597491.00,1125770.00,0.04,3344465.00,112066.00,0.00
0.00,79288.00,6.22,14.43,0.20,0.04,-47590.00,10.90,1520230.00,1333443.00,0.01,18352.00,36851.00,65000.00
0.00,62271.00,0.60,10.54,0.42,0.07,163443.00,3.53,152838.00,7056.00,0.93,135576.00,24603.00,266074.00
0.00,11342.00,3.45,10.56,1.03,0.05,25433.00,6.26,104486.00,10645.00,0.38,10563.00,4270.00,9365.00
0.00,20697.00,0.16,11.37,1.04,0.11,-39480.00,5.09,10545.00,0.00,1.29,0.00,2581.00,0.00
0.00,484341.00,1.95,10.92,0.41,0.07,1186791.00,11.68,3061536.00,882142.00,0.50,3698433.00,931563.00,38869.00
0.00,141834.00,12.01,9.94,0.07,0.06,388821.00,16.17,1814327.00,1684026.00,0.00,397.00,18528.00,131066.00
0.00,94613.00,0.86,10.23,0.31,0.05,99132.00,6.13,415333.00,47205.00,0.59,837805.00,50631.00,754.00
0.00,304430.00,5.49,7.74,0.17,0.03,1461515.00,5.19,6598553.00,4920491.00,0.46,7356019.00,149428.00,0.00
0.00,9138.00,4.49,10.34,0.87,0.03,-101855.00,5.58,188806.00,13347.00,-0.77,34288.00,11807.00,59046.00
0.00,976.00,1.13,10.03,0.13,0.00,-1286.00,1.10,205762.00,45820.00,0.00,46069.00,5111.00,6576.00
0.00,23213.00,7.37,11.15,1.51,0.02,224492.00,4.53,765089.00,21988.00,0.23,458446.00,126525.00,250.00
0.00,30352.00,2.33,9.81,0.99,0.04,-448534.00,10.20,409881.00,2960.00,0.00,116630.00,105783.00,0.00
0.00,-37206.00,1.98,10.01,0.25,-0.04,-290401.00,2.20,501649.00,184618.00,0.00,50812.00,2334.00,0.00
0.00,32215.00,30.18,10.61,0.40,0.01,-330533.00,6.77,2919494.00,2500.00,-0.55,2499167.00,45481.00,0.00
0.00,-19285.00,-4.95,9.08,0.43,-0.04,-49571.00,0.70,951396.00,71471.00,0.00,310540.00,1074.00,0.00
0.00,33195.00,3.30,9.89,0.53,0.02,-6364.00,6.74,381265.00,152377.00,0.83,36131.00,50851.00,162864.00
0.00,14698.00,4.96,10.33,2.06,0.05,90615.00,17.59,180401.00,4.00,-0.03,104105.00,37413.00,0.00
0.00,6.00,1.32,11.27,0.05,0.00,-75168.00,2.60,667379.00,142879.00,0.56,171079.00,23868.00,5000.00
0.00,-45182.00,0.07,7.48,0.11,-0.22,-45162.00,1.70,6654.00,0.00,1.29,3780.00,2174.00,29894.00
0.00,-1048.00,39.07,10.42,0.00,0.00,44700.00,0.80,712651.00,159337.00,0.00,94110.00,784.00,0.00
1.00,6601.00,4.61,7.26,0.00,0.01,168941.00,2.20,738812.00,110022.00,0.24,0.00,5533.00,0.00
0.00,-43311.00,14.08,10.23,0.14,-0.04,3860.00,1.20,1122818.00,82689.00,0.00,444868.00,4817.00,96758.00
0.00,113700.00,6.68,14.36,0.71,0.01,-1897054.00,2.40,9977294.00,729902.00,0.00,4766306.00,1322735.00,102679.00
0.00,-20021.00,14.60,9.69,0.18,-0.10,-26085.00,1.40,171340.00,41066.00,0.00,134161.00,3353.00,0.00
0.00,-14534.00,6.26,10.52,0.37,-0.01,-4476.00,3.64,939044.00,180864.00,0.96,529447.00,57544.00,0.00
0.00,11887.00,0.39,5.53,0.06,0.01,17615.00,2.00,161246.00,0.00,0.00,411145.00,470.00,31340.00
0.00,110540.00,2.65,13.54,0.81,0.05,150653.00,8.28,1091451.00,176806.00,1.37,154782.00,400379.00,0.00
0.00,30920.00,8.90,11.26,1.01,0.07,164230.00,4.65,355517.00,11103.00,1.26,64980.00,42227.00,0.00
0.00,2723.00,0.73,7.58,0.96,0.07,-244.00,5.57,8675.00,158.00,0.00,9067.00,5480.00,0.00
0.00,64309.00,2.10,12.58,0.19,0.01,237221.00,3.43,4209678.00,84552.00,1.04,6019925.00,102120.00,17230.00
0.00,11031.00,1.63,10.13,1.66,0.10,5779.00,17.52,37625.00,0.00,0.62,16710.00,6927.00,2000.00
0.00,14247.00,0.55,9.64,0.21,0.04,2775.00,15.54,59793.00,6572.00,0.40,162209.00,44975.00,11000.00
0.00,1375754.00,0.95,13.18,0.32,0.10,1787712.00,20.14,3675494.00,1057880.00,0.68,1230324.00,960027.00,749170.00
0.00,2223.00,209.68,9.13,0.30,0.00,-10341.00,0.80,277825.00,71545.00,0.00,54865.00,4457.00,2955.00
0.00,46090.00,2.85,9.62,0.39,0.05,172921.00,23.71,459862.00,274286.00,0.82,20939.00,84726.00,5068.00
0.00,14705.00,1.90,11.92,0.30,0.01,121555.00,4.44,474595.00,134408.00,1.46,168841.00,63661.00,174682.00
0.00,53875.00,10.44,11.42,0.74,0.02,-266765.00,18.65,1667833.00,320751.00,0.07,1008211.00,244992.00,24664.00
0.00,223808.00,2.60,11.76,0.10,0.02,2491650.00,6.69,4236008.00,702708.00,0.88,3606250.00,450833.00,80437.00
0.00,15450.00,6.43,11.02,0.91,0.01,-15837.00,6.19,673729.00,81755.00,1.76,347505.00,34920.00,285.00
0.00,30779.00,12.14,12.19,0.76,0.02,122591.00,8.68,927486.00,93722.00,0.25,313287.00,12539.00,0.00
0.00,52285.00,5.56,13.17,0.74,0.02,-159252.00,7.01,1450357.00,240696.00,0.79,540151.00,11039.00,0.00
0.00,60892.00,3.81,12.04,0.62,0.03,52694.00,8.39,953279.00,10055.00,0.42,510893.00,25594.00,0.00
0.00,-211319.00,5.41,7.41,0.37,-0.42,-1249243.00,4.80,369556.00,12708.00,0.00,143608.00,1351.00,0.00
0.00,48487.00,2.42,13.54,0.33,0.02,-40252.00,6.14,995810.00,279708.00,0.72,312386.00,81025.00,0.00
0.00,-2752.00,3.18,12.16,0.17,-0.01,47370.00,2.20,255732.00,172179.00,0.00,12711.00,2264.00,2.00
0.00,2406.00,38.96,10.16,1.13,0.01,-4674.00,2.40,131329.00,2189.00,0.00,63690.00,1354.00,0.00
0.00,94122.00,4.42,13.33,0.46,0.02,-79537.00,8.16,2128304.00,454232.00,1.35,733972.00,70994.00,23500.00
0.00,6003.00,3.08,10.24,0.62,0.01,-324988.00,13.90,524627.00,80619.00,0.41,356586.00,6883.00,30000.00
0.00,341424.00,4.46,9.17,0.69,0.17,674015.00,5.98,1087162.00,61941.00,-1.05,631142.00,394661.00,100000.00
0.00,58293.00,2.14,6.76,0.12,0.11,-259470.00,18.19,226559.00,91194.00,0.45,0.00,2103.00,0.00
0.00,-3637.00,20.05,8.91,0.01,0.00,544338.00,4.10,992507.00,792673.00,0.41,823267.00,39624.00,1500.00
0.00,45214.00,4.87,13.33,0.67,0.03,91894.00,14.44,1032266.00,336108.00,1.13,159306.00,240010.00,15887.00
1.00,-1896.00,8.31,6.99,0.07,-0.04,-1523.00,1.20,41409.00,0.00,0.00,4240.00,141.00,0.00
0.00,228473.00,3.65,10.91,0.09,0.03,234750.00,18.85,3856853.00,1329729.00,0.66,2659753.00,222183.00,17885.00
0.00,114661.00,3.96,11.23,0.99,0.07,234485.00,11.82,887328.00,19267.00,0.61,185564.00,107605.00,230500.00
0.00,121311.00,3.80,11.97,0.19,0.07,221685.00,24.85,988089.00,913474.00,0.38,83555.00,134067.00,454490.00
0.00,52113.00,18.78,11.79,1.77,0.03,407423.00,10.77,1377853.00,29521.00,1.38,222751.00,245041.00,0.00
0.00,166753.00,9.92,12.41,0.20,0.02,-75950.00,3.38,6056731.00,2545641.00,0.61,4318573.00,26785.00,4893.00
0.00,135821.00,1.16,11.33,0.38,0.04,271297.00,5.11,1029674.00,301952.00,0.70,260849.00,172087.00,59967.00
0.00,56436.00,0.24,10.90,0.19,0.05,81247.00,2.35,101273.00,17057.00,1.51,82577.00,71821.00,0.00
0.00,78743.00,0.52,10.53,0.38,0.12,-44638.00,12.28,104081.00,27214.00,0.46,150316.00,106326.00,2037.00
0.00,83937.00,2.34,10.30,0.21,0.06,-12488.00,28.89,662584.00,236549.00,0.64,339495.00,93079.00,211600.00
0.00,21974.00,7.28,10.98,1.28,0.03,144003.00,16.25,521727.00,13697.00,-0.07,130900.00,49243.00,5164.00
0.00,27953.00,3.19,12.33,0.36,0.02,-192548.00,4.44,600953.00,253252.00,0.00,104624.00,117017.00,10720.00
0.00,7527.00,1.92,10.45,0.54,0.03,6477.00,4.90,105625.00,1746.00,0.09,29333.00,7466.00,0.00
0.00,7265.00,3.27,11.26,0.91,0.01,-716921.00,1.96,669297.00,273181.00,1.14,222064.00,42727.00,400.00
